review_id,post_title,review_datetime,review_overall,rating_ceo,rating_businessoutlook,rating_worklifebalance,rating_culture_values,rating_diversity_inclusion,rating_senior_leadership,rating_recommend_friend,rating_career_opport,rating_compensation_benefits,is_current_job,length_employment,employment_status,job_ending_year,pros,cons,advice,count_helpful,count_nothelpful,employer_reponses,language_id
58631804,"""biggest food company in the world""",2022-01-27T04:48:17.467,3,"""NO_OPINION""","""POSITIVE""",1,5,5,4,"""POSITIVE""",2,2,false,6,"""REGULAR""",2018,friendly work environment\\nopen to learning culture,Salary policy is awful for loyal employees,"""Great resignation should be watch out for them and gaining alumni\'s can be a facus area to leverage learnings in fastest way to be agile company in the market""",0,0,[],"""eng"""
58621213,"""Workin with passion""",2022-01-26T23:57:01.133,3,"""APPROVE""","""POSITIVE""",1,3,0,1,"""POSITIVE""",1,3,true,2,"""REGULAR""",null,Great benefit and people development,"Toxic environment, stuck carreer path and in a certain division there is descrimination towards gender.",null,0,0,[],"""eng"""
58619307,"""Good""",2022-01-26T22:50:30.473,5,null,null,5,5,5,5,null,5,5,false,0,"""INTERN""",2020,I totally loved there &lt;3,Nothing &lt;3 &lt;3 &lt;3 &lt;3,null,0,0,[],"""eng"""
58574433,"""Family-oriented benefits""",2022-01-26T08:00:59.570,5,null,null,4,5,5,4,"""POSITIVE""",4,4,true,2,"""REGULAR""",null,"True to their good food, good life saying",Relatively low basic salary compared to other multinational companies,null,0,0,[],"""eng"""
58573546,"""Nice""",2022-01-26T07:47:02.173,5,null,null,0,0,0,0,null,0,0,true,1,"""INTERN""",null,"Good pantry, kind staff, nice food",Might get lost in the amount of snacks,null,0,0,[],"""eng"""
58563934,"""Good environment &amp; benefits""",2022-01-26T04:50:42.940,3,"""NO_OPINION""","""POSITIVE""",3,4,3,3,"""POSITIVE""",3,4,true,0,"""REGULAR""",null,Great brands\\r\\nSupportive team environment\\r\\nFlexible hybrid working\\r\\nAbility to move cross functionally\\r\\nGood holidays and benefits,Lack of agility and focus\\r\\nUnder resourced,null,0,0,[],"""eng"""
58560547,"""Later""",2022-01-26T03:12:15.417,4,null,null,0,0,0,0,null,0,0,true,4,"""REGULAR""",null,Good social life and colleagues\\r\\nWork life balance,Workload is too much due to current covid situation,null,0,0,[],"""eng"""
58554347,"""Good place to work""",2022-01-25T23:43:07.793,4,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,Great benefits and pension scheme,Head office location is far from London,null,0,0,[],"""eng"""
58550964,"""Exhausted""",2022-01-25T21:38:53.523,4,"""APPROVE""","""POSITIVE""",2,3,5,3,"""NEGATIVE""",4,4,true,0,"""REGULAR""",null,Loading is too much and won’t let you go,Benefit and slalary is relatively good,null,0,0,[],"""eng"""
58533327,"""OK employer""",2022-01-25T14:37:22.933,3,null,"""POSITIVE""",4,3,3,4,"""NEGATIVE""",2,4,false,4,"""REGULAR""",2021,"Money, pension, time off, payrise and bonus","All the policies and politics, nothing is straightforward even getting your payslip is computer based.",null,0,0,[],"""eng"""
58516087,"""Good Company""",2022-01-25T10:04:59.457,5,null,null,0,0,0,0,null,0,0,true,0,"""REGULAR""",null,Good Company to work for,Some times it is too slow,null,0,0,[],"""eng"""
58506848,"""Nestle""",2022-01-25T07:42:33.753,2,"""DISAPPROVE""","""POSITIVE""",5,5,5,3,"""NEGATIVE""",2,2,true,0,"""REGULAR""",null,Good For New Comers and Freshers to learn and move on to something better.\\r\\n\\r\\nGlobal Team\\r\\n Nice working culture,Leadership can move any roles out of US to Mexico or India where they can get things done in less money.\\r\\nUnited states contribute 33 percent of the total Nestle Revenue World Wide.,null,0,0,[],"""eng"""
58495675,"""checking job offers""",2022-01-25T03:57:24.203,3,"""NO_OPINION""","""NEUTRAL""",3,2,2,3,"""NEGATIVE""",3,3,true,0,"""REGULAR""",null,New car has more cargo space,Disruption to traditional economy and jobs,"""They should keep on posting job update""",0,0,[],"""eng"""
58488483,"""A Great Experience""",2022-01-25T01:10:14.220,5,null,null,5,5,5,5,"""POSITIVE""",4,5,false,4,"""INTERN""",2019,- Friendly environment \\r\\n- Interesting tasks and projects \\r\\n- A lot of benefits,Overall it was a very good position!,null,0,0,[],"""eng"""
58468258,"""Good""",2022-01-24T16:18:53.300,5,null,"""POSITIVE""",5,5,5,5,"""POSITIVE""",5,5,true,0,"""REGULAR""",null,Great company to work at,No social life long hours,null,0,0,[],"""eng"""
58462351,"""Market Research""",2022-01-24T14:11:26.387,5,null,null,5,5,5,5,null,5,4,false,0,"""REGULAR""",2018,Good benefits and nice incentives\\u002Fculture,There are no cons in my experience,null,0,0,[],"""eng"""
